Symbol	Description
NZDDKK	New Zealand Dollar / Danish Krone
NZDEUR	New Zealand Dollar / Euro Dollar
NZDGBP	New Zealand Dollar / Pound Sterling
NZDHKD	New Zealand Dollar / Hong Kong Dollar
NZDHUF	New Zealand Dollar / Hungarian Forint
NZDIDR	New Zealand Dollar / Indian Rupiah
NZDINR	New Zealand Dollar / Indian Rupee
NZDJPY	New Zealand Dollar / Japanese Yen
NZDKRW	New Zealand Dollar / Korean Won
NZDMYR	New Zealand Dollar / Malaysian Ringgit
NZDPKR	New Zealand Dollar / Pakistan Rupee
NZDPLN	New Zealand Dollar / Polish Zloty
NZDSEK	New Zealand Dollar / Swedish Krona
NZDSGD	New Zealand Dollar / Singapore Dollar
NZDTHB	New Zealand Dollar / Thai Baht
NZDTWD	New Zealand Dollar / New Taiwan Dollar
NZDUSD	New Zealand Dollar / US Dollar
NZDZAR	New Zealand Dollar / South African Rand
OMRGBP	Rial Omani / Pound Sterling
OMRPKR	Rial Omani / Pakistan Rupee
PENGBP	Nuevo Sol / Pound Sterling
PGKGBP	Papua New Guinea Kina / Pound Sterling
PHPDKK	Philippine Peso / Danish Krone
PHPGBP	Philippine Peso / Pound Sterling
PHPJPY	Philippine Peso / Japanese Yen
PHPUSD	Philippine Peso / US Dollar
PKRGBP	Pakistan Rupee / Pound Sterling
PKRJPY	Pakistan Rupee / Japanese Yen
PKRZAR	Pakistan Rupee / South African Rand
PLNDKK	Polish Zloty / Danish Krone
PLNEUR	Polish Zloty / Euro Dollar
PLNHUF	Polish Zloty / Hungarian Forint
PLNJPY	Polish Zloty / Japanese Yen
PLNNOK	Polish Zloty / Norwegian Krone
PLNSEK	Polish Zloty / Swedish Krona
QARGBP	Qatari Rial / Pound Sterling
QARPKR	Qatari Rial / Pakistan Rupee
QARZAR	Qatari Rial / South African Rand
RONGBP	Romanian Leu / Pound Sterling
RUBGBP	Russian Ruble / Pound Sterling
RUBJPY	Russian Ruble / Japanese Yen
RUBLVL	Russian Ruble / Latvian Lats
RUBUSD	Russian Ruble / US Dollar
SARPKR	Saudi Riyal / Pakistan Rupee
SCRGBP	Seychelles Rupee / Pound Sterling
SEKAUD	Swedish Krona / Australian Dollar
SEKCAD	Swedish Krona / Canadian Dollar
SEKCHF	Swedish Krona / Swiss Franc
SEKCZK	Swedish Krona / Czech Koruna
SEKDKK	Swedish Krona / Danish Krone
SEKEUR	Swedish Krona / Euro Dollar
SEKGBP	Swedish Krona / Pound Sterling
SEKILS	Swedish Krona / New Israeli Sheqel
SEKINR	Swedish Krona / Indian Rupee
SEKISK	Swedish Krona / Iceland Krona
SEKJPY	Swedish Krona / Japanese Yen
SEKLVL	Swedish Krona / Latvian Lats
SEKNOK	Swedish Krona / Norwegian Krone
SEKZAR	Swedish Krona / South African Rand
SGDARS	Singapore Dollar / Argentine Peso
SGDAUD	Singapore Dollar / Australian Dollar
SGDBRL	Singapore Dollar / Brazilian Real
SGDCAD	Singapore Dollar / Canadian Dollar
SGDCHF	Singapore Dollar / Swiss Franc
SGDCNY	Singapore Dollar / Yuan Renminbi
SGDDKK	Singapore Dollar / Danish Krone
SGDEUR	Singapore Dollar / Euro Dollar
SGDGBP	Singapore Dollar / Pound Sterling
SGDHKD	Singapore Dollar / Hong Kong Dollar
SGDIDR	Singapore Dollar / Indian Rupiah
SGDINR	Singapore Dollar / Indian Rupee
SGDJPY	Singapore Dollar / Japanese Yen
SGDKRW	Singapore Dollar / Korean Won
SGDMXN	Singapore Dollar / Mexican Peso
SGDMYR	Singapore Dollar / Malaysian Ringgit
SGDNZD	Singapore Dollar / New Zealand Dollar
SGDPKR	Singapore Dollar / Pakistan Rupee
SGDPLN	Singapore Dollar / Polish Zloty
SGDSEK	Singapore Dollar / Swedish Krona
SGDTHB	Singapore Dollar / Thai Baht
SGDTWD	Singapore Dollar / New Taiwan Dollar
SGDUSD	Singapore Dollar / US Dollar
SGDZAR	Singapore Dollar / South African Rand
SZLCHF	Lilangeni / Swiss Franc
SZLEUR	Lilangeni / Euro Dollar
SZLGBP	Lilangeni / Pound Sterling
SZLUSD	Lilangeni / US Dollar
THBAUD	Thai Baht / Australian Dollar
THBCAD	Thai Baht / Canadian Dollar
THBCHF	Thai Baht / Swiss Franc
THBCNY	Thai Baht / Yuan Renminbi
THBEUR	Thai Baht / Euro Dollar
THBGBP	Thai Baht / Pound Sterling
THBHKD	Thai Baht / Hong Kong Dollar
THBIDR	Thai Baht / Indian Rupiah
THBINR	Thai Baht / Indian Rupee
THBJPY	Thai Baht / Japanese Yen
THBKRW	Thai Baht / Korean Won
THBMYR	Thai Baht / Malaysian Ringgit
THBNZD	Thai Baht / New Zealand Dollar
THBPKR	Thai Baht / Pakistan Rupee
THBSGD	Thai Baht / Singapore Dollar
THBTWD	Thai Baht / New Taiwan Dollar
THBUSD	Thai Baht / US Dollar
THBZAR	Thai Baht / South African Rand
TNDGBP	Tunisian Dinar / Pound Sterling
TRYCHF	Turkish Lira / Swiss Franc
TRYDKK	Turkish Lira / Danish Krone
TRYJPY	Turkish Lira / Japanese Yen
TRYZAR	Turkish Lira / South African Rand
TTDGBP	Trinidad and Tobago Dollar / Pound Sterling
TWDAUD	New Taiwan Dollar / Australian Dollar
TWDCAD	New Taiwan Dollar / Canadian Dollar
TWDCHF	New Taiwan Dollar / Swiss Franc
TWDCNY	New Taiwan Dollar / Yuan Renminbi
TWDDKK	New Taiwan Dollar / Danish Krone
TWDGBP	New Taiwan Dollar / Pound Sterling
TWDHKD	New Taiwan Dollar / Hong Kong Dollar
TWDIDR	New Taiwan Dollar / Indian Rupiah
TWDINR	New Taiwan Dollar / Indian Rupee
TWDJPY	New Taiwan Dollar / Japanese Yen
TWDKRW	New Taiwan Dollar / Korean Won
TWDMYR	New Taiwan Dollar / Malaysian Ringgit
TWDNZD	New Taiwan Dollar / New Zealand Dollar
TWDPKR	New Taiwan Dollar / Pakistan Rupee
TWDSEK	New Taiwan Dollar / Swedish Krona
TWDSGD	New Taiwan Dollar / Singapore Dollar
TWDTHB	New Taiwan Dollar / Thai Baht
TWDUSD	New Taiwan Dollar / US Dollar
TWDZAR	New Taiwan Dollar / South African Rand
TZSZAR	Tanzanian Shilling / South African Rand
UAHDKK	Hryvnia / Danish Krone
USDAED	US Dollar / UAE Dirham
USDALL	US Dollar / Lek
USDAMD	US Dollar / Armenian Dram
USDARS	US Dollar / Argentine Peso
USDAUD	US Dollar / Australian Dollar
USDBDT	US Dollar / Taka
USDBGN	US Dollar / Bulgarian Lev
USDBHD	US Dollar / Bahraini Dinar
USDBIF	US Dollar / Burundi Franc
USDBMD	US Dollar / Bermudian Dollar
USDBND	US Dollar / Brunei Dollar
USDBOB	US Dollar / Boliviano
USDBRL	US Dollar / Brazilian Real
USDBWP	US Dollar / Pula
USDBZD	US Dollar / Belize Dollar
USDCAD	US Dollar / Canadian Dollar
USDCHF	US Dollar / Swiss Franc
USDCLP	US Dollar / Chilean Peso
USDCNY	US Dollar / Yuan Renminbi
USDCOP	US Dollar / Colombian Peso
USDCRC	US Dollar / Costa Rican Colon
USDCUP	US Dollar / Cuban Peso
USDCVE	US Dollar / Cape Verde Escudo
USDCZK	US Dollar / Czech Koruna
USDDJF	US Dollar / Djibouti Franc
USDDKK	US Dollar / Danish Krone
USDDOP	US Dollar / Dominican Peso
USDDZD	US Dollar / Algerian Dinar
USDEEK	US Dollar / Kroon
USDEGP	US Dollar / Egyptian Pound
USDETB	US Dollar / Ethiopian Birr
USDEUR	US Dollar / Euro Dollar
USDFJD	US Dollar / Fiji Dollar
USDGBP	US Dollar / Pound Sterling
USDGEL	US Dollar / Lari
USDGHS	US Dollar / Cedi
USDGMD	US Dollar / Dalasi
USDGNF	US Dollar / Guinea Franc
USDGTQ	US Dollar / Guatemalan Quetzal
USDHKD	US Dollar / Hong Kong Dollar
USDHNL	US Dollar / Honduran Lempira
USDHRK	US Dollar / Croatian kuna
USDHTG	US Dollar / Gourde
USDHUF	US Dollar / Hungarian Forint
USDIDR	US Dollar / Indian Rupiah
USDILS	US Dollar / New Israeli Sheqel
USDINR	US Dollar / Indian Rupee
USDIQD	US Dollar / Iraqi Dinar
USDIRR	US Dollar / Iranian Rial
USDISK	US Dollar / Iceland Krona
USDJOD	US Dollar / Jordanian Dinar
USDJPY	US Dollar / Japanese Yen
USDKES	US Dollar / Kenyan Shilling
USDKHR	US Dollar / Riel
USDKMF	US Dollar / Comoro Franc
USDKRW	US Dollar / Korean Won
USDKWD	US Dollar / Kuwaiti Dinar
USDKZT	US Dollar / Tenge
USDLAK	US Dollar / Kip
USDLBP	US Dollar / Lebanese Pound
USDLKR	US Dollar / Sri Lanka Rupee
USDLSL	US Dollar / Loti
USDLTL	US Dollar / Lithuanian Litas
USDLVL	US Dollar / Latvian Lats
USDLYD	US Dollar / Lybian Dinar
USDMAD	US Dollar / Moroccan Dirham
USDMDL	US Dollar / Moldovan Leu
USDMKD	US Dollar / Denar
USDMMK	US Dollar / Kyat
USDMOP	US Dollar / Pataca
USDMRO	US Dollar / Ouguiya
USDMUR	US Dollar / Mauritius Rupee
USDMVR	US Dollar / Rufiyaa
USDMWK	US Dollar / Kwacha
USDMXN	US Dollar / Mexican Peso
USDMYR	US Dollar / Malaysian Ringgit
USDNAD	US Dollar / Namibia Dollar
USDNGN	US Dollar / Naira
USDNIO	US Dollar / Cordoba Oro
USDNOK	US Dollar / Norwegian Krone
USDNPR	US Dollar / Nepalese Rupee
USDNZD	US Dollar / New Zealand Dollar
USDOMR	US Dollar / Rial Omani
USDPAB	US Dollar / Balboa
USDPEN	US Dollar / Nuevo Sol
USDPGK	US Dollar / Papua New Guinea Kina
USDPHP	US Dollar / Philippine Peso
USDPKR	US Dollar / Pakistan Rupee
USDPLN	US Dollar / Polish Zloty
USDPYG	US Dollar / Guarani
USDQAR	US Dollar / Qatari Rial
USDRON	US Dollar / Romanian Leu
USDRSD	US Dollar / Serbian Dinar
USDRUB	US Dollar / Russian Ruble
USDRWF	US Dollar / Rwanda Franc
USDSAR	US Dollar / Saudi Riyal
USDSCR	US Dollar / Seychelles Rupee
USDSDD	US Dollar / Sudanese Dinar
USDSEK	US Dollar / Swedish Krona
USDSGD	US Dollar / Singapore Dollar
USDSKK	US Dollar / Slovak Koruna
USDSOS	US Dollar / Somali Shilling
USDSTD	US Dollar / Dobra
USDSVC	US Dollar / El Salvador Colon
USDSYP	US Dollar / Syrian Pound
USDSZL	US Dollar / Lilangeni
USDTHB	US Dollar / Thai Baht
USDTND	US Dollar / Tunisian Dinar
USDTRY	US Dollar / Turkish Lira
USDTWD	US Dollar / New Taiwan Dollar
USDTZS	US Dollar / Tanzanian Shilling
USDUAH	US Dollar / Hryvnia
USDUYU	US Dollar / Peso Uruguayo
USDUZS	US Dollar / Uzbekistan Sum
USDVEF	US Dollar / Venezualan bolivar fuerte
USDVND	US Dollar / Dong
USDXAF	US Dollar / CFA Franc BEAC
USDXOF	US Dollar / CFA Franc BCEAO
USDXPF	US Dollar / CFP Franc
USDYER	US Dollar / Yemeni Rial
USDZAR	US Dollar / South African Rand
USDZMK	US Dollar / Kwacha
VEFEUR	Venezualan bolivar fuerte / Euro Dollar
VEFUSD	Venezualan bolivar fuerte / US Dollar
VNDJPY	Dong / Japanese Yen
VNDXAF	Dong / CFA Franc BEAC
XAGAUD	Silver / Australian Dollar
XAGCAD	Silver / Canadian Dollar
XAGCHF	Silver / Swiss Franc
XAGEUR	Silver / Euro Dollar
XAGGBP	Silver / Pound Sterling
XAGINR	Silver / Indian Rupee
XAGTRY	Silver / Turkish Lira
XAGUSD	Silver / US Dollar
XAGZAR	Silver / South African Rand
XAUAUD	Gold / Australian Dollar
XAUCAD	Gold / Canadian Dollar
XAUCHF	Gold / Swiss Franc
XAUEUR	Gold / Euro Dollar
XAUGBP	Gold / Pound Sterling
XAUINR	Gold / Indian Rupee
XAUTRY	Gold / Turkish Lira
XAUUSD	Gold / US Dollar
XAUZAR	Gold / South African Rand
XPDEUR	Palladium / Euro Dollar
XPDUSD	Palladium / US Dollar
XPFGBP	CFP Franc / Pound Sterling
XPTEUR	Platinum / Euro Dollar
XPTUSD	Platinum / US Dollar
ZARAED	South African Rand / UAE Dirham
ZARAUD	South African Rand / Australian Dollar
ZARBWP	South African Rand / Pula
ZARCAD	South African Rand / Canadian Dollar
ZARCHF	South African Rand / Swiss Franc
ZARCNY	South African Rand / Yuan Renminbi
ZARCYP	South African Rand / Cyprus Pound
ZARDKK	South African Rand / Danish Krone
ZAREUR	South African Rand / Euro Dollar
ZARGBP	South African Rand / Pound Sterling
ZARHKD	South African Rand / Hong Kong Dollar
ZARIDR	South African Rand / Indian Rupiah
ZARINR	South African Rand / Indian Rupee
ZARJPY	South African Rand / Japanese Yen
ZARKRW	South African Rand / Korean Won
ZARMYR	South African Rand / Malaysian Ringgit
ZARNOK	South African Rand / Norwegian Krone
ZARNZD	South African Rand / New Zealand Dollar
ZARPHP	South African Rand / Philippine Peso
ZARPKR	South African Rand / Pakistan Rupee
ZARSEK	South African Rand / Swedish Krona
ZARSGD	South African Rand / Singapore Dollar
ZARTHB	South African Rand / Thai Baht
ZARTRY	South African Rand / Turkish Lira
ZARTWD	South African Rand / New Taiwan Dollar
ZARUSD	South African Rand / US Dollar
ZMKZAR	Kwacha / South African Rand
