Symbol	Description
HEZ11	Lean Hogs {Dec 11}
I0	HPI Boston
I0.C	HPI Boston Continuation
I0G11	HPI Boston {Feb 11}
I0G12	HPI Boston {Feb 12}
I0K11	HPI Boston {May 11}
I0K12	HPI Boston {May 12}
I0K13	HPI Boston {May 13}
I0Q11	HPI Boston {Aug 11}
I0X11	HPI Boston {Nov 11}
I0X12	HPI Boston {Nov 12}
I0X13	HPI Boston {Nov 13}
I0X14	HPI Boston {Nov 14}
I0X15	HPI Boston {Nov 15}
I1	HPI Chicago
I1.C	HPI Chicago Continuation
I1G11	HPI Chicago {Feb 11}
I1G12	HPI Chicago {Feb 12}
I1K11	HPI Chicago {May 11}
I1K12	HPI Chicago {May 12}
I1K13	HPI Chicago {May 13}
I1Q11	HPI Chicago {Aug 11}
I1X11	HPI Chicago {Nov 11}
I1X12	HPI Chicago {Nov 12}
I1X13	HPI Chicago {Nov 13}
I1X14	HPI Chicago {Nov 14}
I1X15	HPI Chicago {Nov 15}
I2	HPI Denver
I2.C	HPI Denver Continuation
I2G11	HPI Denver {Feb 11}
I2G12	HPI Denver {Feb 12}
I2K11	HPI Denver {May 11}
I2K12	HPI Denver {May 12}
I2K13	HPI Denver {May 13}
I2Q11	HPI Denver {Aug 11}
I2X11	HPI Denver {Nov 11}
I2X12	HPI Denver {Nov 12}
I2X13	HPI Denver {Nov 13}
I2X14	HPI Denver {Nov 14}
I2X15	HPI Denver {Nov 15}
I3	HPI Las Vegas
I3.C	HPI Las Vegas Continuation
I3G11	HPI Las Vegas {Feb 11}
I3G12	HPI Las Vegas {Feb 12}
I3K11	HPI Las Vegas {May 11}
I3K12	HPI Las Vegas {May 12}
I3K13	HPI Las Vegas {May 13}
I3Q11	HPI Las Vegas {Aug 11}
I3X11	HPI Las Vegas {Nov 11}
I3X12	HPI Las Vegas {Nov 12}
I3X13	HPI Las Vegas {Nov 13}
I3X14	HPI Las Vegas {Nov 14}
I3X15	HPI Las Vegas {Nov 15}
I4	HPI Los Angeles
I4.C	HPI Los Angeles Continuation
