Symbol	Description
GCU.V	Gold Canyon Resources Inc.
GDB.V	Goldbard Capital Corporation
GDE.A.V	Gc-Global Capital Corp
GDF.H.V	Goldfarb Corporation The Cl Of
GDR.V	Golden Dory Resources Corp
GDV.H.V	Global Development Resources In
GDW.V	Gold World Resources Inc
GDX.V	Goldex Resources Corporation
GE.V	Granville Pacific Capital Corp.
GEG.V	Ginguro Exploration Inc
GEL.V	Glass Earth Limited
GEM.V	Pele Mountain Resources Inc.
GER.V	Glen Eagle Res Inc
GET.V	Global Net Entertainment Corp
GEX.V	Guerrero Exploration Inc
GFA.V	Golden Fame Resources Corp
GFK.V	Gfk Resources Inc.
GFN.V	Gold Finder Explorations Ltd
GFP.V	Gale Force Petroleum Inc.
GFS.V	Gasfrac Energy Services Inc
GGD.V	Gogold Resources Inc.
GGI.V	Garibaldi Resources Corp.
GGL.V	Ggl Diamond Corp.
GGX.V	Global Green Matrix Corp
GGY.V	Goldeye Explorations Limited
GHK.V	Gold Hawk Res Inc
GHR.V	Golden Harp Resources Inc
GI.V	Gem Intl Resources Inc         F
GIC.V	Genterra Inc
GIT.V	Gitennes Exploration Inc
GKL.V	Global Key Investment Ltd
GKR.V	Greenock Resources Inc
GKX.V	Gemini Corporation
GLB.V	Goldbank Minin
GLC.V	Gallic Energy Ltd
GLD.V	Augen Gold Corp
GLD.WT.V	Augen Gold Corp Wts
GLK.V	Global Energy Services Ltd.
GLL.V	Golden Alliance Resources Corp
GM.V	Geo Minerals Ltd
GMA.V	Geomega Resources Inc
GME.V	Geomark Exploration Ltd.
GMG.V	Gulfside Minerals  Ltd
GMN.V	Gobimin Inc.
GMR.V	Gastem Inc.
GMT.V	Mercator Transport Group Corpor
GMV.V	Goldmember Minerals Inc
GNF.S.V	Greenfields Petroleum Corp Com
GNG.V	Golden Goliath Resources Ltd.
GNH.V	Golden Hope Mines Limited
GNO.V	Genoil Inc.
GNZ.V	Goldnev Resources Inc.
GOD.V	Goldrush Resources Ltd.
GOG.V	Golden Tag Resources Ltd.
GOK.V	Ginsms Inc
GOM.V	Golden Dawn Minerals Inc
GOR.V	Goldrea Resources Corp
GOT.V	Golden Touch Resources Corp
GPG.V	Grande Portage Resources Ltd.
GPI.V	Great Pacific International Inc
GPM.V	Guyana Precious Metals Inc
GPO.V	Gold Port Resources Ltd.
GPS.V	Bsm Technologies Inc
GPW.V	Grand Power Logistics Group Inc
GQ.V	Great Quest Metals Ltd.
GQC.V	Goldquest Mining Corp.
GR.V	Greenlight Resources Inc
GRA.H.V	Graniz Mondal Inc.
GRB.PR..V	GREENBRIAR CAPITAL CORP
GRF.V	Greenfield Financial Group Inc
GRG.V	Golden Arrow Resources Corporat
GRI.V	Galore Resources Inc
GRK.V	Gray Rock Resources Ltd.
GRN.V	The Griffin Corporation
GRR.V	Golden Reign Resources Ltd
GRV.V	Gold Reach Resources Ltd
GRX.H.V	Golden Triumph Resources Ltd
GSA.V	Groundstar Resources Limited
GSH.V	Golden Share Mining Corporation
GSS.V	Gossan Resources Limited
GTA.V	Gta Corpfin Capital Inc
GTC.V	Getty Copper Inc.
GTO.V	Galena International Resources
GTT.H.V	Global Tree Techno Com Npv
GTV.V	Gee-Ten Ventures Inc.
GUF.V	Gulf & Pacific Equities Corp.
GUL.V	Gulf Shores Resources Ltd.
GUN.V	Gunpoint Exploration Ltd Com
GV.V	Gold Standard Ventures Corp.
GVG.V	Grenville Gold Corporation
GVW.H.V	Genview Capital Corp.
GVY.V	Green Valley Mine Incorporated
GWA.V	Gowest Amalgamated Resources Lt
GWC.V	Groupworks Financial Corp
GWG.V	Great Western Minerals Group Lt
GWQ.V	Gwr Resources Inc.
GWY.V	Galway Resources Ltd
GX.V	Guardian Exploration Inc
GXG.V	G4G Resources Ltd
GXM.V	Geodex Minerals Ltd.
GXR.V	Georox Resources Inc.
GXS.V	Goldsource Mines Inc.
GXY.PR..V	Galaxy Capital Corp.
GYD.V	Grayd Resource Corporation
GYG.V	Guyana Frontier Mining Corp
GZD.V	Grizzly Diamonds Ltd.
GZW.PR..V	SINOGAS WEST INC
GZZ.V	Golden Valley Mines Ltd.
H.V	Harmony Gold Corp
HA.V	Hodgins Auctioneers Inc.
HAN.H.V	Hansa.Net Global Commerce Inc.
HAO.V	Habanero Resources Inc.
HAT.V	Hathor Exploration Limited
HBE.V	Hornby Bay Min
HBK.V	Highbank Resources Ltd.
HBY.V	Hunter Bay Mineral Plc
HDA.V	Huldra Silver Inc.
HDG.V	High Desert Gold Corporation [T
HEI.V	Huntington Exploration Inc
HEL.V	Hellix Ventures Inc.
HEO.V	H2O Innovation [2000] Inc
HFI.V	Hermes Financial Inc
HFM.PR..V	INTERACTIVE CAPITAL PARTNERS CO
HGC.V	Hawthorne Gold Corp
HGO.V	Hawkeye Gold & Diamond Inc
HGS.V	Hy-Drive Technologies Ltd.
HHC.V	Halmont Properties Corporation
HI.V	Highland Resources Inc
HIM.PR..V	Himalayan Capital Corp
HJI.V	Helijet International Inc.
HK.V	Huakan International Mining In
HLM.V	Houston Lake Mining Inc
HLO.V	Halo Resources Ltd.
HMB.V	Humboldt Capital Corporation
HME.V	Hemisphere Energy Corporation [
HMG.V	Hana Mining Ltd
HMI.V	Hinterland Metals Inc
HML.V	New Hana Copper Mining Ltd
HMX.V	Hunt Mining Corp
HOP.V	Telehop Communications Inc.
HPC.V	Healthpricer Interactive Limite
HPI.V	Highbury Projects Inc
HPY.V	Happy Creek Minerals Ltd
HRC.V	Helio Resource Corp.
HRL.V	Hansa Resources Limited
HRM.V	Hudson River Minerals Ltd
HRT.V	Harte Gold Corp 2]
HTC.V	Htc Purenergy Inc
HTL.V	Hamilton Thorne Ltd
HTR.V	Brass Capital Corp
HUA.V	Huaxing Machinery Corp
HUD.V	Hudson Resources Inc.
HVG.V	Harvest Gold Corp
HWK.A.V	Hawk Exploration Ltd
HWK.B.V	Hawk Exploration Ltd. Cl. B
HYX.V	Hyperion Exploration Corp Com
IAE.V	Ithaca Energy Inc
IAX.V	Island Arc Exploration Corporat
IB.V	International Beryllium Corpora
IBC.V	International Bethlehem Mining
IBH.V	Intl Barrier Technology Inc.
IBI.V	Ibi Corporation
IBT.V	Ibex Tech Inc
IC.V	Innovative Composites Intl Inc
ICG.V	Integra Gold Corp
ICN.V	Icon Industries Limited
ICO.V	Ico Therapeutics Inc
ICP.V	Ic Potash Corp
ICT.V	Isee3D Inc.
ICX.V	Ics Copper Systems Ltd
IDH.H.V	Idg Holdings Inc.
IDI.V	Indico Resources Ltd.
IDW.V	Id Watchdog Inc
IEC.V	Intl Enexco Limited
IEI.V	Imperial Equities Inc.
IFR.V	Intl Frontier Resources Corpora
IFX.A.V	Imaflex Inc. Cl A
IG.V	Infinito Gold Ltd
IGC.V	Igc Resources Inc.
IGD.V	Initgold Mines Ltd
IGE.V	Innovente Inc
IGP.V	Imperial Ginseng Products Ltd.
IGX.V	Intelgenx Technologies Corp
ILA.V	Ilookabout Corp
ILI.V	Ili Technologies [2002] Corp.
IMA.V	I-Minerals Inc.
IME.V	Indicator Minerals Inc.
IMI.V	International Millennium Mining
IMM.V	Immunotec Inc.
IMT.V	International Montoro Resources
IMV.V	Immunovaccine Ince
IN.V	Innovium Media Properties Corp.
IND.V	China One Corp
INF.H.V	Infinite Resources Inc
INL.V	Inlet Resources Ltd
INM.V	Intl Northair Mines Ltd.
INR.V	Innovative Properties Inc. [Tie
INT.V	Intertainment Media Inc
INX.V	In-Touch Survey Systems Ltd
IOG.V	Ironhorse Oil & Gas Inc.
IOT.V	Innovotech Inc.
IPC.V	Iplayco Corporation Ltd
IPD.V	Intl Parkside Products Inc.
IPE.V	Iperceptions Inc
IPR.V	Inca Pacific Resources Inc.
IPT.V	Impact Silver Corp.
IQ.V	Airiq Inc
IRI.V	Iemr Res Inc
IRN.V	Iron Creek Capital Inc
IRO.V	Inter-Rock Minerals Inc.
IRR.H.V	Inform Resources Corp
ISC.V	Iroc Energy Services Corp
ISD.V	Corbal Capital Corp
ISS.V	Intl Samuel Exploration Corp
IT.V	Icron Technologies Corporation
ITA.PR..V	INTERRA EXPLORATION INC. [TIER2
ITM.V	Intema Solutions Inc
ITT.V	Intensity Company Inc
IVI.V	Ivrnet Inc
IVO.V	Invenio Resources Corp.
IVT.V	Investus Real Estate Inc
IVX.V	Inventronics Limited
IWB.V	Iweb Group Inc.
IWG.V	Intl Water-Guard Industries Inc
IWS.V	Innovative Wireline Solutions I
IXC.U.V	Industrialex Manufacturing Corp
IXI.V	Indigo Exploration Inc
IXS.V	Innexus Biotechnology Inc.
IZN.V	Iberian Minerals Corp
JAU.V	Jet Gold Corp.
JAX.V	Jaxon Minerals Inc
JBR.V	James Bay Resouces Ltd
JIM.V	Jiminex Inc
JLR.V	Jiulian Resources Inc.
JML.V	J.A.G. Mines Ltd.
JNN.V	Jnr Resources Inc.
JNX.V	Junex Inc.
JOE.PR..V	JOMAR CAPITAL CORP
JOR.V	Jourdan Resources Inc
JRC.V	Jerico Explorations Inc.
JRL.PR..V	JAVELINA RESOURCES LTD
JSP.V	Jasper Mining Corp
JTC.V	Jemtec Inc
JTI.V	Jite Technologies Inc
JTM.V	Jetcom Inc.
JUB.V	Jubilee Gold Inc.
JV.PR..V	J5 ACQUISITION CORP [TIER2]
JVA.V	Asantae Holdings International
JZR.V	Jazz Resources Inc
JZZ.PR..V	CLEGHORN MINERALS LTD COM
KAI.V	Kenai Resources Ltd
KAM.V	Kaminak Gold Corporation
KAR.V	Karmin Exploration Inc
KBG.V	King's Bay Gold Corporation
KC.A.V	Knightscove Media Corp Sub Vtg
KC.B.V	Knightscove Media Corp Mul Vtg
KCT.PR..V	KENSINGTON COURT VENTURES INC C
KEC.V	Kallisto Energy Corp
KEN.V	Kenieba Goldfields Ltd.
KEX.V	Kent Exploration Inc.
KFG.V	Kfg Resources Ltd.
KG.V	Klondike Gold Corp.
KGC.V	Kestrel Gold Inc
KGH.V	Key Gold Hldgs Inc
KGL.V	Kilo Goldmines Ltd
KHA.V	Knighthawk Inc.
KHT.V	Yankee Hat Minerals Ltd.
KIA.V	Kria Resources Ltd
KIV.V	Kivalliq Energy Corporation
KLG.V	Kalimantan Gold Corporation
KLH.V	Stellar Biotechnologies Inc
KLM.V	Kermode Resources Ltd.
KLS.V	Kelso Technologies Inc.
KM.V	Kola Mining Corp
KME.V	Kam And Ronson Media Group Inc
KMI.V	Killdeer Minerals Inc
KMK.V	Continental Minerals Corporatio
KMK.PR.A.V	CONTINENTAL MINERALS CORP PFD
KNE.V	Kane Biotech Inc.
KNO.H.V	Cellstop Systems Inc
KNP.V	Knight Resources Ltd.
KNX.V	Knick Explor
KOK.V	Kokanee Minerals Inc
KPS.V	Capella Resources Ltd
KRR.V	Kettle River Resources Ltd.
KRX.V	Copper Ridge Explorations Inc.
KS.V	Klondike Silver Corp
KSK.V	Kiska Metals Corporation
KSM.V	Kingsman Resources Inc
KTN.V	Kootenay Gold Inc.
KWA.V	Kingsway Arms Retirement Reside
KWG.V	Kwg Resources Inc.
KXM.V	Kobex Minerals Inc
KYM.V	Kirrin Resources Inc
KZN.PR..V	Kaizen Capital Corp.
LA.V	Los Andes Copper Ltd.
LAQ.V	La Quinta Resources Corporation
LAT.V	Latin American Minerals Inc.
LBK.V	Lifebank Cryogenics Corp
LC.V	Logan Copper Inc
LCC.V	Lumina Copper Corp
LCI.PR..V	LYNWOOD CAP INC
LCN.V	Leisure Canada Inc.
LCO.V	Lagasco Corp.
LDI.V	Landdrill Intl Inc
LDM.V	Lago Dourado Minerals Ltd
LE.V	Lariat Energy Ltd.
LEA.V	Leader Energy Services Ltd [Tie
LEC.V	Lignol Energy Corporation
LED.V	Crs Electronics Inc
LEO.V	Lion Energy Corp
LFD.V	Longford Energy Inc
LG.V	Lions Gate Energy Inc
LGC.V	Luna Gold Corp
LGD.V	Lund Gold Ltd
LGF.V	Laurentian Goldfields Ltd
LGL.V	Luiri Gold Limited
LGM.V	Lions Gate Metals Inc
LGO.V	Largo Resources Ltd.
LGR.V	Logan Resources Ltd
LHC.V	Long Harbour Capital Corp
LHR.DB.C.V	Lakeview Hotel Real Estate Inves
LHR.DB.D.V	Lakeview Hotel Real Estate Inves
LHR.UN.V	Lakeview Hotel Rea Sbi Npv
LHT.V	Lehman Trikes Inc.
LI.V	Lithium One Inc
LIO.V	Lion One Metals Ltd
LJ.V	Lucky Minerals Inc.
LK.V	Lakeland Resources Inc
LKW.V	Lakewood Mining Co. Ltd.
LKY.V	Lucky Strike Resources Ltd.
LLC.V	Lorraine Copper Corp
LM.V	Lingo Media Corp
LME.V	Laurion Mineral Exploration Inc
LMG.V	Lincoln Mining Corp
LMR.V	Lomiko Metals Inc
LN.V	Loncor Resources Inc.
LNE.V	Loon Energy Corporation
LNG.V	Lng Energy Ltd
LO.V	Lounor Exploration Inc
LOG.V	Loma Oil & Gas Ltd.
LOI.V	Longreach Oil And Gas Limited
LOK.V	Look Communications Inc. Mv
LOK.A.V	Look Communications Inc. Sv
LOM.V	Lornex Capital Inc
LOX.H.V	Lorex Tech Inc
LOY.V	Loyalist Group Limited
LPS.V	Legend Power Systems Inc
LRA.V	Lara Exploration Ltd.
LRC.V	Lovitt Resources Inc
LRG.V	Lateegra Gold Corp.
LRL.V	Luxor Industrial Corp.
LS.V	Lakeside Steel Inc.
LSI.V	Lonestar West Inc.
LSN.V	Life Sciences Institute Inc
LST.H.V	Landmark Global Financial Corpo
LTA.H.V	LEETA GOLD CORP
LTH.V	Lithic Resources Ltd.
LTK.V	Lyrtech Inc
LTX.V	Labrador Tech Inc
LUC.V	Lucara Diamond Corp
LVH.V	Las Vegas From Home.Com Enterta
LVL.V	Lynden Energy Corp
LVN.V	Levon Resources Ltd.
LWC.V	Leeward Capital Corp
LWI.PR..V	LW CAPITAL POOL INC.
LZR.V	Rebecca Capital Inc
MAC.H.V	Themac Resources Group Limited
MAD.V	Miranda Gold Corp
MAE.V	Maritime Resources Corp
MAH.V	Marksmen Energy Inc
MAM.V	Manicouagan Minerals Inc.
MAO.V	Maudore Minerals Ltd
MAS.V	Masuparia Gold Corporation
MAT.V	Matamec Explorations Inc.
MAY.V	Meadow Bay Capital Corporation
MAZ.H.V	Mazarin Inc Com Npv
MBG.V	Malbex Resources Inc
MBI.V	Med Biogene Inc.
MBR.V	Mbmi Resources Inc.
MBV.V	Mill Bay Ventures Inc
MC.V	Mill City Gold Corp.
MCA.V	Milner Consolidated Silver Mine
MCG.V	Melco China Resorts [Holding] L
MCI.V	Mountain Capital Inc
MCK.V	Manson Creek Resources Ltd.
MCM.A.V	Matachewan Consolidated Mines L
MCN.PR..V	METRON CAPITAL CORP
MCR.V	Macro Enterprises Inc
MCS.V	Mcchip Resources Inc
MCU.V	Mega Copper Ltd
MCV.V	Mcvicar Industries Inc
MD.V	Midland Exploration Inc
MDL.V	Medallion Resources Ltd.
MDR.V	Mansfield Minerals Inc.
MDU.V	Healthscreen Solutions Incorpor
MDV.V	Megastar Development Corp.
MDW.V	Midway Gold Corp
MDX.V	Medx Health Corp
MEB.V	Metrobridge Networks Internatio
MEI.V	Manitok Energy Inc.
MEK.V	Metals Creek Resources Corp [Ti
MEN.V	Magnum Energy Inc.
MER.V	Meritus Minerals Ltd
MES.V	Marauder Resources East Coast I
MEX.V	Midlands Minerals Corporation
MFM.V	Marifil Mines Limited
MFS.V	Medifocus Inc
MGC.V	Midasco Capital Corp.
MGG.V	Minaurum Gold Inc.
MGP.V	Mega Precious Metals Inc
MGR.V	Murgor Resources Inc
MGS.V	Musgrove Minerals Corp
MHC.H.V	Match Capital Resources Corp
MHI.V	Mineral Hill Industries Ltd.
MIB.V	Minaean International Corp.
MIN.V	Excelsior Mining Corp
MIO.V	Mindoro Resources Ltd.
MIR.V	Medmira Inc.
MIT.V	Mint Technology Corp.
MIX.V	Micrex Development Corp.
MJO.V	Mainstream Minerals Corporation
MJS.V	Majestic Gold Corp.
MJX.V	Mejescor Resources Inc
MKA.V	Mkango Resources Ltd
MKI.V	Medipattern Corporation The
MKR.V	Melkior Resources Inc
MKT.V	Marketvision Direct Inc.
MKU.V	Mukuba Resources Ltd
MLC.PR..V	MERCURY CAPITAL LIMITED COM
MLE.V	Module Resource Inc
MLM.V	Millstream Mines Ltd.
MMA.V	Midnight Sun Capital Corp
MMG.PR..V	Kenna Capital Corp
MMI.V	Messina Minerals Inc.
MML.V	Menika Mining Ltd.
MMO.V	Mount Dakota Energy Corp.
MMR.V	Madison Minerals Inc.
MMS.V	Macarthur Minerals Limited
MMT.V	Mart Resources Inc.
MMV.V	Mineral Mountain Resources Ltd.
MMY.V	Monument Mining Limited
MNC.A.V	Multimedia Nova Corporation Cl A Sv
MNI.V	Mengold Resources Inc.
MNL.V	Monarch Energy Limited
MNM.V	Magellan Minerals Ltd
MNV.V	Mexivada Mining Corp
MNX.V	Manitex Capital Inc.
MNZ.V	Metropolitan Minning Inc
MOA.V	Mountain Lake Resources Inc.
MOB.UN.V	Gt Cda Med Pptys Real Est Inv
MOB.WT.V	Gt Cda Med Pptys Real Est Inv
MOC.V	Morumbi Oil & Gas Inc
MOK.V	Moss Lake Gold Mines Ltd
MOM.V	Miraculins Inc.
MON.V	Montero Mining
MOO.V	Mooncor Oil & Gas Corp.
MOR.V	Molycor Gold Corp.
MP.V	Microplanet Technology Corp.
MPE.V	Maple Leaf Reforestation Inc.
MPH.H.V	Medicure Inc
MPS.V	Mph Ventures Corp.
MPW.H.V	Mp Western Properties Inc
MRK.V	Merc International Minerals Inc
MRO.V	Millrock Resources Inc
MRP.V	Morgan Media Cap Corp
MRP.H.V	Mira Resources Corp
MRR.V	Mrrm Inc.
MRV.V	Metallum Resources Inc.
MRX.H.V	Montreux Capital Corp
MRZ.V	Mirasol Resources Ltd.
MSA.V	Mesa Uranium Corp
MSC.V	Meridex Software Corp
MSQ.V	Mosquito Consolidated Gold Mine
MTB.V	Mountain Boy Minerals Ltd.
MTC.V	Metalcorp Limited
MTO.V	Metanor Resources Inc.
MTO.WT.V	Metanor Resources Inc Wt Ex 15M
MTU.V	Manitou Gold Inc
MTV.V	Multivision Communications Corp
MTX.V	Metalex Ventures Ltd.
MU.V	Monster Uranium Corp
MUM.V	Mustang Minerals Corp.
MVD.V	Mega View Digital Entertainment
MVN.V	Madalena Ventures Inc
MVT.V	Maxtech Ventures Inc.
MVW.V	Mountainview Energy Ltd.
MWR.V	Mountain-West Resources Inc
MWX.V	Lorain Capital Corp
MXA.V	Monexa Technologies Corp
MXI.V	Merrex Gold Inc
MXM.V	Maxim Resources Inc.
MXR.V	Max Resource Corp.
MYA.V	Maya Gold & Silver Inc.
MYM.V	Mayen Minerals Ltd.
MZO.V	Mazorro Resources Inc
N.V	Next Gen Metals Inc
NAA.V	Naina Capital Corp
NAC.V	North Atlantic Resources Ltd
NAG.V	North American Gem Inc.
NAI.V	Northern Abitibi Mng Corp
NAP.PR..V	NAPLES CAPITAL CORP. [TIER2]
NAR.V	North Arrow Minerals Inc
NAT.V	Naturally Advanced Technologies
NBU.V	Nebu Resources Inc
NCE.V	Nesscap Energy Inc
NCG.V	North Country Gold Corp
NCI.V	Ntg Clarity Networks Inc
NCM.V	Newcastle Minerals Ltd
NCO.V	Nuvolt Corporation Inc
NDG.V	Nevgold Resources Corp.
NDR.V	New Dimension Resources Ltd.
NDX.V	Novadx Ventures Corp.
NE.V	Nextraction Energy Corp.
NED.V	New Destiny Mining Corporation
NEE.V	Northern Vertex Capital Inc.
NEI.V	Netco Energy Inc
NEO.H.V	Neodym Technologies Inc
NER.V	Newmac Resources Inc.
NES.V	Newstrike Cap Inc
NET.V	Network Exploration Ltd. Cl A
NEV.V	Nevada Sunrise Gold Corp
NFD.A.V	Northfield Ca
NFR.V	Northern Freegold Resources Ltd
NGE.V	Nevada Exploration Inc
NGG.V	New Guinea Gold Corporation
NGH.V	Nightingale Informatix Corporat
NGM.V	Northern Gold Mining Inc
NGP.V	Nevada Geothermal Power Inc.
NHG.V	Northampton Group Inc.
NHI.V	Natunola Health Biosciences In
NHR.V	New High Ridge Resources Inc
NIB.V	Niblack Mineral Development Inc
NIK.V	Nikos Explorations Ltd.
NIS.A.V	New Island Resources Inc
NKA.V	Nanika Resources Inc
NKL.V	Pacific Coast Nickel Corp
NKW.V	Naikun Wind Energy Group Inc
NL.V	Northern Lion Gold Corp
NLL.V	Nsi Strategic Investments Ltd.
NLR.V	Nuloch Resources Inc
NMD.V	Nomad Ventures Inc
NMG.V	Noble Metal Group Incorporated
NMI.V	North American Medical Services
NML.V	New Millennium Capital Corp.
NMX.V	Neuromedix Inc
NNA.V	New Nadina Explorations Limited
NNP.V	Newnorth Projects Ltd.
NOG.V	Nordic Oil & Gas Ltd.
NOR.V	North Group Finance Limited
NOT.V	Noront Resources Ltd.
NOT.WT.V	Noront Resources Ltd. Wts.
NOV.V	Novus Gold Corp
NOW.V	Asia Now Resources Corp.
NOX.V	Niogold Mining Corp
NPA.V	Alphinat Inc.
NQ.V	Northquest Ltd.
NQ.WT.V	Northquest Ltd. Wt21Dec2014 [Ti
NQE.V	Nq Exploration Inc
NR.V	Newstrike Resources Ltd.
NRC.V	Nmc Resource Corporation
NRK.V	Northrock Resources Inc
NRN.V	Northern Shield Resources Inc.
NRT.PR..V	BIG NORTH CAPITAL INC [TIER2]
NRV.PR..V	Noravena Capital Corporation
NRZ.H.V	Norzan Enterprises Ltd
NS.V	Northern Spirit Resources Inc [
NSG.V	New Sage Energy Corp
NSV.V	New Shoshoni Ventures Ltd.
NSX.V	Nsgold Corporation
NTB.V	Neptune Technologies & Bioresso
NTC.V	North American Tungsten Corpora
NTN.V	Newton Energy
NTR.V	Northern Tiger Resources Inc
NTS.V	Nanotech Security Corp
NUG.V	Nulegacy Gold Corporation Com
NUX.V	New Pacific Metals Corp.
NV.V	Cmq Resources Inc.
NVC.V	Neovasc Inc.
NVI.V	Novra Technologies Inc.
NVK.V	Novik Inc
NVS.V	Novus Energy Inc
NVT.V	Nortec Ventures Corp.
NVX.V	Nv Gold Corp
NW.V	New World Resource Corp.
NWE.V	New West Energy Services Inc
NWM.V	Nwm Mining Corp
NWN.V	Nwest Energy Inc
NWT.V	Nwt Uranium Corp.
NWX.V	Newport Exploration Ltd.
NXG.V	Nexgenrx Inc
NXI.V	Nxa Inc.
NXT.V	Natcore Technology Inc
NXX.V	Nordex Explosives Ltd
NZZ.V	Nitinat Minerals Corporation [T
OAK.V	Sheltered Oak Resources Corp
OAR.V	Oroandes Resources Corp.
OBI.V	Osta Biotechnologies Inc.
OBN.V	Otterburn Resources Corporation
OCE.V	Open Ec Technologies Inc.
OCN.PR..V	OCEANUS RESOURCES CORP COM
OCO.V	Oroco Resource Corp
OCP.V	Ocean Park Ventures Corp
ODE.V	Odyssey Petroleum Corp.
ODN.V	Odin Mining And Exploration Ltd
ODS.V	Odesia Group Inc.
ODX.V	Odyssey Resources Limited
OEC.V	Oracle Energy Corp
OEI.V	Otish Energy Inc
OGR.V	Oro Gold Resources Ltd.
OK.V	Orko Silver Corp
OLV.V	Olivut Resources Ltd.
OLY.V	Olympia Financial Group Inc
OM.V	Onemove Technologies Inc
OMI.V	Uruguay Mineral Exploration In
OML.V	Omni-Lite Industries Canada Inc
OMT.V	Omt Inc.
ONV.V	Oronova Resource Corp
OOI.V	Oil Optimization Inc
OOO.V	Otis Capital Corp
OPA.V	Opal Energy Corp.
OPG.V	Open Gold Corp
OPL.V	Opel International Inc
OPS.V	Opsens Inc
OPW.V	Opawica Explorations Inc
OPX.H.V	Outdoorpartner Media Corp
OR.V	Orocan Resource Corp.
ORC.B.V	Orca Exploration Group Inc Sr B
ORI.V	Organic Resources Management
ORM.V	Oremex Resources Inc.
ORN.V	Orsa Ventures Corp
ORO.V	New Oroperu Resources Inc.
ORR.V	Orofino Minerals Inc
ORS.V	Orestone Mining Corp
ORT.A.V	Orbite V.S.P.A. Inc. [Explorati
OSE.V	Ose Corp
OVX.H.V	Oculus Ventures Corporation
OWI.V	One World Investments Inc
OX.V	Orex Exploration Inc
OYL.V	Cgx Energy Inc
OZZ.PR..V	OZCAPITAL VENTURES COM
PAL.V	Parallel Capital Corp
PAR.UN.V	Partners Real Estate Invt Tr
PAS.V	Parta Sustainable Solutions Inc
PAU.V	Papuan Precious Metals Corp
PAU.WT.V	Papuan Precious Metals Corp Wts
PAV.V	Pacific Arc Resources Ltd Com
PAW.V	Pacific Wildcat Resources Corp
PBK.PR..V	PEMBROKE CAPITAL CORP
PBM.V	Pacific Bay Minerals Ltd
PBX.V	Intl Pbx Ventures Ltd.
PCA.V	Petrosands Resources Cda Inc
PCG.H.V	Petrocorp Group Inc
PCI.V	Perlite Canada Inc.
PCK.V	Poplar Creek Resource Inc
PCL.PR..V	PACIFIC LINK CAP INC
PCM.V	Pacific Comox Resources Ltd.
PCO.V	Phoenix Canada Oil Company Limi
PCQ.V	Petrolympic Ltd
PCS.V	Platinum Communications Corpora
PCT.V	Prima Colombia Hardwood Inc
PCV.V	Pacific Cascade Minerals Inc.
PCY.V	Prophecy Resource Corp
PDE.V	Palo Duro Energy Inc
PDG.V	Prpdigy Gold Inc
PDO.V	Portal Resources Ltd
PDQ.V	Petrodorado Energy Ltd
PEA.V	Petrolia Inc.
PEB.V	Pebble Creek Mining Ltd.
PED.H.V	Pedro Resources Ltd
PEH.V	Primeline Energy Holdings Inc.
PEI.V	Parlay Entertainment Inc
PEM.V	Premium Exploration Inc
PEN.V	Pennant Energy Inc.
PEP.V	Petrostar Petroleum Corporation
PER.V	Petro-Reef Resources Ltd
PET.V	Peat Resources Limited
PEV.V	Pure Energy Visions Corporation
PEX.V	Pacific Ridge Exploration Ltd.
PFC.V	Petrofrontier Corp
PGA.V	Pacgen Biopharmaceuticals Corpo
PGB.V	Petroglobe Inc.
PGC.V	Plato Gold Corp
PGG.V	Polobiology Glbl Group Corp
PGN.V	Paragon Pharmacies Limited
PGR.V	Paragon Minerals Corp.
PGS.V	Paget Minerals Corp
PGZ.V	Pan Global Resources Inc.
PHI.V	Philippine Metals Inc
PHM.V	Patient Home Monitoring Corp
PHN.V	Phoenix Oilfield Hauling Inc
PHO.V	Photon Control Inc
PI.V	Paris Energy Inc
PIE.V	Primary Petroleum Corporation
PIT.V	Pitchblack Resources Ltd
PJT.V	Partner Jet Corp.
PKC.H.V	Pacific Link Mining Corp.
PKE.V	Parkland Energy Services Inc [T
PKM.V	Preo Software Inc.
PKP.V	Petrokamchatka Plc
PL.V	Pan American Lithium Corp
PLC.V	Park Lawn Corporation
PLE.V	Plexmar Resources Inc.
PLL.V	Palladon Ventures Ltd.
PLO.H.V	Paloma Resources Inc.
PLY.V	Playfair Mining Ltd.
PLZ.V	Plazacorp Retail Properties Ltd
PM.V	Prism Medical Ltd.
PMA.V	Pachamama Resources Ltd.
PMC.V	Prescient Mining Corp
PMI.V	Petromanas Energy Inc
PMI.WT.V	Petromanas Energy Inc Warrants
PMI.WT.A.V	Petromanas Energy Inc Wt A Ex 28May2012
PML.V	Panoro Minerals Ltd.
PMR.V	Prime Meridian Resources Corp
PMV.V	Pmi Gold Corporation
PN.V	Photochannel Networks Inc
PNA.V	Petronova Inc
PNE.V	Pine Cliff Energy Inc.
PNN.V	Pennine Petroleum Corporation
PNO.H.V	Prescient Neuropharma Inc
PNS.V	Pinestar Gold Inc
PNX.V	Panthera Exploration Inc.
POC.V	Pacific Iron Ore Corporation
POE.V	Pan Orient Energy Corp
POI.V	Pro-Or Mng Res Inc Cl A
POP.V	Petro One Energy Corp
POR.V	Process Capital Corp
PPC.V	Patriot Petroleum Corp.
PPE.V	Pacific Paradym Energy Inc
PPG.V	PGM Ventures Cp
PPI.V	Passport Metals Inc
PPM.H.V	Pacific Imperial Mines Inc.
