Symbol	Description
CWT.UN.TO	Calloway Real Esta Trust Units
CWW.TO	Claymore S&P Globa Common Units
CWW.A.TO	Claymore S& P Globa L Water Et
CWX.TO	Canwel Bldg Matls Income Fd
CWX.DB.TO	Canwel Building Materials 5.85
CX.TO	Cyberplex Inc Com Npv
CXA.B.TO	Consd Hci Hol
CXN.TO	Chalice Gold Mines Ltd
CXS.TO	Counsel Corp Com Npv
CXX.TO	Corsshair Exp & Mining Corp
CXY.TO	Cryptologic Exchan Exchangeable
CYB.TO	Cymbria Corp He Company]
CYH.TO	Claymore Glbl Mthly Yield Etf
CYH.A.TO	Claymore Glbl Mthly Yield Etf
CYM.TO	Cymat Technologies Com Npv
CZE.TO	C&C Energia Ltd
CZN.TO	Cdn Zinc Corp Com Npv
CZP.PR.A.TO	Cpi Prefered Eq Ltd
CZP.PR.B.TO	Cpi Pref Equity Ltd 7% Prf 31/1
CZQ.TO	Contl Precious Min Com Npv
D.DB.TO	Dundee Rl Est Inv Tr 6.5%
D.DB.A.TO	Dundee Reit 5.7% Deb
D.DB.B.TO	Dundee Real Estate Investment Tr
D.UN.TO	Dundee R/Est Inv Trust Units Se
DA.A.TO	Discovery Air Inc
DA.DB.TO	Discovery Air Inc 8.75% Deb
DAA.TO	Pwshrs Db Agriculture Dbl Lng
DAD.TO	Pwshrs Db Agriculture Dbl Shrt
DAY.TO	Daylight Energy Ltd
DAY.DB.C.TO	Daylight Resources Trust
DAY.DB.D.TO	Daylight 6.25 2014Db
DC.A.TO	Dundee Corporation 'A'Sub-Vtg N
DC.DB.TO	Dundee Corp
DC.PR.A.TO	DUNDEE CORP
DC.PR.B.TO	DUNDEE CORP CUM 5YR SERIES 2
DCD.UN.TO	First Asset Divers Trust Cap Re
DCI.TO	Directcash Payments Inc
DCM.TO	Dundee Capital Markets Inc
DD.TO	Digital Dispatch
DDS.TO	Labopharm Inc Com Npv
DEE.TO	Delphi Energy Corp Com Npv
DEJ.TO	Dejour Enterprises Ltd
DF.TO	Dividend 15 Split Sbi Npv Class
DF.PR.A.TO	DIVIDEND 15 SPLIT CORP II
DFE.TO	Day4 Energy Inc He Company]
DFI.TO	Diamond Fields Int Com Npv
DFN.TO	Dividend 15 Split Com Cad15 Cl'
DFN.PR.A.TO	Dividend 15 Split Cp Pfd A
DG.UN.TO	Global Diversifed Transferable
DGC.TO	Detour Gold Corpor Com Npv
DGI.DB.A.TO	Data Group 6.00% Deb
DGI.UN.TO	Data Group Income Trust Units
DGJ.TO	Pwshrs Db Gold Dbls Shrt Etn
DGS.TO	Dividnd Grwth Split Corp
DGS.PR.A.TO	DIVIDND GROWTH SPLIT CORP
DGU.TO	Pwrshrs Db Gold Dbl Lng Etn
DH.TO	Davis + Henderson Corp
DHX.TO	Dhx Media Ltd
DII.A.TO	Dorel Industries Inc. Cl A Mv
DII.B.TO	Dorel Industries Class'B'Sub Vt
DKI.UN.TO	Deans Knight Income And Growth
DL.TO	Danier Leather Inc
DM.TO	Duluth Metals Ltd Com Npv
DM.U.TO	Duluth Metals Ltd US Funds
DML.TO	Denison Mines Corp Com Npv
DML.WT.A.TO	Denison Mines Wt A
DMM.TO	Dynasty Metals I
DMN.PR.A.TO	Dominion Citrus Ltd Pfd A
DNA.TO	Dalradian Resources Inc.
DNA.WT.TO	Dalradian Resources Inc. Wts
DNC.TO	Deans Kniight Inc Corp
DND.TO	Cipher Pharms Inc Com Npv
DNG.TO	Dynacor Gold Mines Inc Com Npv
DNK.TO	Dynetek Industries Com Npv
DNT.TO	Candente Resources Com Npv
DOE.TO	Powershrs Db Crude Oil Dblshrt
DOF.UN.TO	First Asset Cdn Dividend Oppty
DOL.TO	Dollarama Inc Com Npv
DOM.UN.TO	Dominion Citrus Income Fund
DPF.UN.TO	Dpf India Opportun Trust Units
DPM.TO	Dundee Prec Metals Com Npv
DPM.WT.TO	Dundee Prec Metals C/Wts 29/06/
DPM.WT.A.TO	Dundee Precious Metals Inc
DPS.UN.TO	Divdsd Prd Shs Tst Trust Units
DR.DB.TO	Medical Facilities Corp 7.5%Cnv
DR.UN.TO	Medical Facilities Inc Part Sec
DRX.TO	Adf Group Inc
DS.TO	Dividend Select 15 Corp Com Npv
DSA.TO	Dalsa Corp Com Npv
DSG.TO	Descartes Systems Com Npv
DTX.TO	Dee Three Exploration Ltd
DW.TO	Dundee Wealth Inc Com Npv
DW.PR.A.TO	DUNDEE WEALTH MGT PR
DWI.TO	Dragonwave Inc
DZR.TO	Diaz Resources Com Npv
E.TO	Enterprise Oilfiel Com Npv
EAT.TO	Prime Restaurants Inc
EBR.TO	Ember Resources In Com Npv
ECA.TO	Encana Corp Com Npv
ECG.TO	Envoy Capital Grp Com Npv
ECI.TO	Enercare Inc
ECI.DB.TO	Enercare Inc Deb
ECP.TO	Ecopetrol S.A.
ECU.TO	Ecu Silver Mining Com Npv
ECU.WT.TO	Ecu Silver Mining Inc
EDR.TO	Endeavour Silver C Com Npv
EDR.WT.TO	Endeavour Silver Corp
EDV.TO	Endeavour Financial Corp
EDV.WT.A.TO	Endeavour Financial Corporation
EE.TO	Exall Energy Corp Com Npv
EFH.TO	Egi Financial Hold Com Npv
EFL.TO	Electrovaya Inc Com Npv
EFR.TO	Energy Fuels Inc Com Npv
EGL.UN.TO	Eagle Energy Trust Trust Unit
EGU.TO	Euro Goldfields Com Npv
EH.TO	Easyhome Ltd Com Npv
EIF.TO	Exchange Industrial Inc Fd
EIF.DB.A.TO	Exchange Incm 7.5 Db
EIF.DB.B.TO	Exchange Incm 6.5 Db
EIF.DB.C.TO	Exchng Incm 5.75 Deb
EIF.WT.TO	Exchange Inc Corporation
EIT.UN.TO	Enervest Divsfd In Trust Units
EIT.WT.A.TO	Enervest Divers A Wt
EKO.TO	Noveko Intl Inc
ELC.TO	Cic Energy Corp
ELD.TO	Eldorado Gold Corp Com Npv
ELF.TO	E-L Financial Corp Com Npv
ELF.PR.F.TO	E-L Financial Cp 1st Pfd F
ELF.PR.G.TO	E-L FINANCL 4.75 PR2
ELR.TO	Eastern Platinum Com Npv
EMA.TO	Emera Inc Com Npv
EMA.PR.A.TO	Emera Inc
EMC.TO	Energy Metals Corp
EMC.WT.TO	Emc Metals Corp. Wts
EMD.TO	Emed Mining Public Ltd
EME.TO	Emergis Inc
EMP.A.TO	Empire Co Class'A'N/Vtg Com Npv
EMP.PR.B.TO	Empire Company Ltd Srs 2 Pfd B
ENB.TO	Enbridge Inc Com Npv
ENB.PR.A.TO	Enbridge Inc 55% Pfd A
ENF.TO	Enbridge Income Fund Holdings
ENI.UN.TO	Energy Income Fund
EOS.UN.TO	Enervest Energy And Oil Sands T
EPS.TO	Epsilon Energy Ltd
EQI.TO	Grey Horse Corp
EQN.TO	Equinox Minerals Com Npv
EQU.TO	Equal Energy Ltd
EQU.DB.TO	Equal Energy Ltd 8.0 Debs
EQU.DB.A.TO	Equal Engy 8.25% Deb
ER.TO	Eastmain Resources Com Npv
ERD.TO	Erdene Res Dev
ERF.TO	Enerplus Corporation
ES.TO	Energy Split Corp Capital Yield
ES.PR.B.TO	ENERGY SPLIT CORP INC
ESI.TO	Ensign Energy Svs Com Npv
ESL.TO	Enghouse Systems Com Npv
ESN.TO	Essential Energy Services Ltd
ESP.TO	Espial Group Inc Com Npv
ET.TO	Evertz Technologies Ltd
ETC.TO	Equitable Gp Inc Com Npv
ETC.PR.A.TO	EQUITABLE GROUP INC
ETG.TO	Entree Gold Inc
ETX.TO	Etrion Corp
EUG.TO	Eurogas Corp Com
EVG.TO	Evolving Gold Corp
EVT.TO	Economic Inv Trust Com Npv
EWP.RT.TO	FIRST ASSET PIPES&    POWER INCO
EWP.UN.TO	First Asset Pipes Trust Units
EXE.DB.TO	Extendicare Reit 5.7% Conv Deb
EXE.DB.A.TO	Extendicare Real Estate Investm
EXE.UN.TO	Extendicare Real I Trust Units
EXF.TO	Exfo Electro-Optic Com Npv
EXN.TO	Excellon Resources Inc
EXT.TO	Extract Resources Ltd
FAN.TO	Farallon Resources Com Npv
FAP.TO	Aberdeen Asia-Paci Com Npv
FAR.TO	Foraco Internation Com Npv
FAY.U.TO	First Asset Yld Sr B Units
FAY.UN.TO	First Asset Yld Oppty Tr Sr A
FBK.TO	Fibrek Inc.
FBK.DB.TO	Fibrek Inc. 7% Deb
FBS.B.TO	5Banc Split Inc Class B Capital
FBS.PR.B.TO	5BANC SPLIT INC PFD B
FC.TO	Firm Cap Mortgage Invt Corp
FC.DB.TO	Firm Capital Mortgage Investmen
FC.DB.A.TO	Firm Cap Mtg 5.75%Db
FCC.NT.B.TO	Frontera Coppr 1Antj
FCO.TO	Formation Capital Com Npv
FCR.TO	1St Cap Realty Inc Com Npv
FCR.DB.A.TO	First Capital Cdn Db
FCR.DB.C.TO	First Capital 6.25Db
FCR.DB.D.TO	First Capital Realty Inc
FCS.PR.B.TO	FAIRCOURT SPLIT TRUST 6.25 PCT
FCS.UN.TO	Faircourt Split Trust
FEI.TO	Fortress Energy In Com Npv
FEI.WT.TO	Fortress Energy Inc
FEI.WT.A.TO	Fortress Engy A Wt J
FEL.TO	Fairborne Energy Trust
FEL.DB.TO	Fairborne Energy Trust
FES.TO	Flint Energy Svs Com Npv
FFH.TO	Fairfax Finl Hldgs Sub-Vtg Com
FFH.PR.C.TO	FAIRFAX FINANCIAL HLDG LTD 5YR
FFH.PR.E.TO	FAIRFAX FINANCIAL HLDG LTD
FFH.PR.G.TO	FAIRFAX FINANCIAL HLDNGS PREF S
FFH.PR.I.TO	FAIRFAX FINANCIAL HLDGS PFD
FFH.U.TO	Fairfax Financial Holdings Limi
FFI.UN.TO	Flaherty & Crumrin Trust Units
FFI.WT.TO	FLAHERTY & CRU
FFL.TO	Ipath US Treasury Flattenr Etn
FFL.U.TO	Ipath Ustreasflat US
FFN.TO	Finl 15 Split Ii Com Class'A' N
FFN.PR.A.TO	Financial 15 Split Cp II Pfd
FGL.TO	Forzani Group Class'A'Com Npv
FGX.TO	Faircourt Gold Inc Corp
FGX.WT.B.TO	Faircourt Gold Wt B
FGX.WT.C.TO	Faircourt Gold Wt C
FHM.UN.TO	First Tr/Highland Unit
FIE.TO	Claymore Cdn Fin Mthly Inc Etf
FIE.A.TO	Claymore Cndian Fin Mth In Etf
FIU.TO	First Uranium Corp Com Npv
FIU.DB.TO	First Uranium Corporation
FIU.NT.TO	First Uranium Corp Debs 7%
FM.TO	1St Quantum Minls Com Npv
FMC.TO	Forbes And Manhattan Coal Corp
FMD.TO	Futuremed Healthcare Prods Cp
FN.TO	First National Financial Income
FN.PR.A.TO	1st Natl Fin Sr 1 Pr
FNA.UN.TO	1St Natl Alarmcap Units Cls'A'
FNI.TO	First Nickel Inc Com Npv
FNV.TO	Franco Nevada Corp Com Npv
FNV.WT.TO	Franco-Nevada Corp
FNV.WT.A.TO	Franco-Nevada Wt A
FOS.TO	Phos
FP.TO	Fp Newspapers Inc
FPR.PR.A.TO	FINANCIAL PREFERED SEC CORP
FR.TO	First Majestic Silver Corp
FR.WT.B.TO	First Majestic Silver Corp
FRA.TO	Franconia Minerals Corp
FRB.TO	Forbes Energy Services Ltd.
FRC.TO	Canyon Services Group Inc
FRG.TO	Fronteer Developme Com Npv
FRO.TO	Frontier Rare Earth Limited Com
FRO.WT.TO	Frontier Rare Earths Limited
FRU.TO	Freehold Royalties Inc
FSS.TO	Front Street Strategic Yield F
FSS.WT.TO	Front Street Strategic Yield F
FSV.TO	Firstservice Corp Sub-Vtg Com N
FSV.DB.U.TO	Firstservice Us6.5Db
FSV.PR.U.TO	FIRSTSERVICE CORP 7% CUM SER1
FSY.TO	Forsys Metals Corp Com Npv
FSZ.TO	Fiera Sceptre Inc
FT.TO	Fortune Minerals L Com Npv
FT.WT.A.TO	Fortune Min Wt A J
FTF.UN.TO	Focused Global Tre Class A Unit
FTG.TO	Firan Technology G Com Npv
FTN.TO	Financial 15 Split Corp
FTN.PR.A.TO	Financial 15 Split Cp Pfd A
FTP.TO	Fortress Paper Ltd Com Npv Clas
FTS.TO	Fortis Inc Com Npv
FTS.PR.C.TO	Fortis Inc 1st Pfd C
FTS.PR.E.TO	Fortis Inc 1st Pfd E
FTS.PR.F.TO	FORTIS INC CUM REDMBL PREF SHR
FTS.PR.G.TO	FORTIS INC 1ST PREF CUM RED SER
FTS.PR.H.TO	FORTIS INC
FTT.TO	Finning Intl Inc Com Npv
FTU.TO	US Finl 15 Split Com Cls'A' Npv
FTU.PR.A.TO	US Financial 15 Split Cp Pfd
FVI.TO	Fortuna Silver Mines Inc
FVL.TO	Freegold Ventures Limited
FWM.TO	Far West Mining Ltd
FXA.TO	Afexa Life Sciences Inc Com Npv
FZP.UN.TO	Fidelity Ptnrsh 96 Limited Part
G.TO	Goldcorp Inc Com Npv
G.WT.G.TO	Goldcorp Inc. G Wt
GAA.TO	Gazit America Inc Com Npv
GAA.WT.TO	Gazit America Inc Wts
GAM.TO	Gammon Gold Inc Com Npv
GAS.TO	Claymore Natural Gas Commodity
GAT.UN.TO	UBS Total Return Tr
GBA.TO	Globalbanc Advanta Com Npv Clas
GBA.PR.A.TO	GLOBALBANC ADVANTAGED 8 SPLIT
GBG.TO	Great Basin Gold Com Npv
GBG.DB.TO	Great Basin Gold Ltd 8.0% Conv
GBI.TO	Global Railway Ind Com Npv
GBP.UN.TO	Gbl Bk Premium Inc Trust Units
GBT.A.TO	Bmtc Group Inc Class'A'Sub-Vtg
GBU.TO	Gabriel Resources Com Npv
GBV.TO	Groupe Bikini Vill Com Stk Npv
GC.TO	Great Can Gaming C Com Npv
GCE.TO	Grande Cache Coal Com Npv
GCG.TO	Guardian Cap Group Com Npv
GCG.A.TO	Guardian Cap Group Class'A'Non-
GCI.A.TO	Canoe Go Canada Income Fd
GCI.UN.TO	Gateway Casinos Income Fund
GCL.TO	Colabor Income Fd
GCL.DB.TO	Colabor Incm Fd 7% Conv Deb
GCL.DB.A.TO	Colabor Grp 5.7% Deb
GCM.TO	Gran Colombia Gold
GCM.WT.TO	Gran Colombia Gold Corp
GCT.TO	Gvic Communication Com Npv Cl '
GCT.C.TO	Gvic Communication Com Npv 'Non
GD.TO	Distinction Group Inc
GDC.TO	Genesis Land Devel Com Npv
GDI.TO	General Donlee Canada Inc
GDI.DB.TO	General Donlee Inc Fd 7% Conv
GDL.TO	Goodfellow Inc Com Npv
GDP.UN.TO	Global Dividend Fd Trust Units
GDS.TO	Gendis Inc Com Npv
GEN.TO	Genenews Limited Com Npv
GEO.TO	Geodrill Limited
GFT.UN.TO	Connor Clark & Lunngbl Fin Fd
GFV.TO	Global 45 Split Corp Cl A
GFV.PR.A.TO	Global 45 Split Cp Pfd A
GGA.TO	Goldgroup Mining Inc
GGN.TO	Gryphon Gold Corp Com Npv
GH.TO	Gamehost Income Fd
GH.DB.TO	Gamehost Income Fund 6.25 Debs
GIB.A.TO	Cgi Group Inc Cl A Sv
GII.UN.TO	Global Div Inv Gra 2005-1 Fixed
GIL.TO	Gildan Activewear Com Npv
GIX.TO	Geologix Explorations Inc.
GL.TO	Golden Peaks Res Com Npv
GLA.U.TO	Global Alumina Cor Com Npv
GLG.TO	Glamis Gold Ltd
GLN.TO	Glentel Inc Com Npv
GLV.A.TO	Glv Inc Class'A'Sub Vtg Npv
GLV.B.TO	Glv Inc Class 'B' Multiple Vtg
GLW.TO	Gold Wheaton Gold Corp
GLW.WT.TO	Gold Wheaton Gold Corp Wrts
GMC.TO	Geovic Mining Corp
GMC.WT.TO	Geovic Mining Corp Wts
GMC.WT.A.TO	Geovic Mining Corp.
GMF.UN.TO	Gmincome & Growth Fd
GMF.WT.TO	Gmincome & Growth Fd Wts
GMM.U.TO	General Motors Company Com
GMO.TO	General Moly Inc [The Company]
GMP.TO	Gmp Cap Tr
GMX.TO	Globex Mining Ente Com Npv
GND.TO	Gennum Corp Com Npv
GNE.TO	Call Genie Inc
GNV.TO	Genivar Inc Fd
GO.TO	Galleon Energy Inc Com Npv Cl'a
GOZ.TO	Gold Ore Resources Ltd
GPD.TO	Golden Predator Royalty&Dev Co
GPD.WT.TO	Golden Predator Royalty&Dev Co
GPF.UN.TO	Gold Participation And Income F
GPR.TO	Great Panther Res Com Npv
GQM.TO	Golden Queen Mng Com Npv
GRC.TO	Goldstone Resources Inc
GRO.TO	Sun Gro Horticulture Inc
GRZ.TO	Gold Reserve Inc Class'A'Com Np
GS.TO	Gluskin Sheff + Associates Inc
GSB.UN.TO	Government Strip Bond Trst
GSC.TO	Golden Star Res Com Npv
GSL.TO	Greystar Resources Com Npv
GSY.TO	Argosy Energy Inc He Co.]
GTE.TO	Gran Tierra Energy Inc.
GTH.TO	U.S. Geothermal Inc
GTU.U.TO	Central Gold Trust
GTU.UN.TO	Central Gold Trust Trust Units
GTX.TO	Gran Tierra Exchangeco Inc
GUR.TO	Global Uranium Fun Com Npv
GUY.TO	Guyana Goldfields New Com Npv
GVC.TO	Glacier Media Inc
GVX.TO	Grand View Gold Inc
GW.TO	Garda World Sec Co Class 'A' Co
GWI.TO	Genesis Worlwide I Com Npv
GWO.TO	Great West Lifeco Com Npv
GWO.PR.F.TO	Great West Lifeco Inc Pfd F
GWO.PR.G.TO	Great West Lifeco Inc Pfd G
GWO.PR.H.TO	Great West Lifeco Inc 485% Non Cumulative First Preferred Series H
GWO.PR.I.TO	Great-West Lifeco Inc 425% Pfd
GWO.PR.J.TO	GREAT WEST LIFECO INC
GWO.PR.L.TO	GREAT-WEST LIFECO INC 5.65%
GWO.PR.M.TO	GREAT WEST LIFECO INC 5.80% M
GWO.PR.N.TO	Great-West Lifeco Inc Pfd
GWR.TO	Gwr Global Water Resources Cp
GXI.TO	Guestlogix Inc
HAA.TO	Horizons Alphapro Balanced Etf
HAB.TO	Horizons Ap Corporate Bond Etf
HAC.TO	Horizns Alphapro Seasnl Rotat
HAF.TO	Horizons Alphapro Tact Bd Etf
HAG.TO	Horizons Alphapro Gartman Fd
HAH.TO	Horizons Alphapro S&P/Tsx 60
HAL.TO	Horizons Alphpro Div Etf
HAP.UN.TO	Horizons Alphapro Inc Plus Fd
HAR.TO	Harmony Assets Hkd1
HAV.TO	Horizons Alphapro N. Amer Val
HAW.TO	Horizons Alphapro N Amer Grwth
HAX.TO	Horizons Alpha Mnge S&    P/Tsx6
HAY.UN.TO	Stone Agribusiness Fund Redeem-
HAZ.TO	Horizons Ap Global Dividend Etf
HBB.UN.TO	Harvest Banks & Buildings Inc
HBB.WT.TO	Harvest Banks & Buildings
HBD.TO	Horizon Betapro Comex Gold Bul
HBM.TO	Hudbay Minerals In Com Npv
HBP.TO	Helix Biopharma Co Com Npv
HBU.TO	Horizons Betpro Comex Gold Bul
HCF.UN.TO	Harvest Cdn Income And Growth F
HCF.WT.TO	Harvest Cdn Income And Growth F
HCG.TO	Home Capital Group Com Npv
HCH.TO	Canadian Pacific Cp Holders
HCI.TO	Hartco Income Fd
HCR.UN.TO	Homburg Canada Reit
HDD.TO	Horizons Betapro US Dollar Etf
HDU.TO	Horizons Betapro US Dollar Etf
HDX.TO	Hosted Data Transa Com Npv
HE.TO	Hanwei Energy Services Corp
HED.TO	Horizons B Sp C En Units Class
HEG.TO	Homeland Enrgy Group Ltd
HEM.TO	Hemisphere Gps Inc Com Npv
HEQ.TO	Homeq Corp
HEU.TO	Horizons B Sp C Bu Units Class
HEW.TO	Horizons Ap Sp Tsx60 Equal Weig
HF.TO	Hanfeng Evergreens Com Npv
HFD.TO	Horizons B Sp C F Units Class A
HFR.TO	Horizons Alphapro Floating Rat
HFU.TO	Horizons Betapro S Units Class
HGD.TO	Horizons Betapro S Units Class
HGU.TO	Horizons Betapro S Units Class
HGY.UN.TO	Horizon Gold Yeild Fd
HIE.TO	Horizons Betapro S& P   /Tsx Cap
HIF.TO	Horizons Beta Pro S&    P/Tsx Ca
HIG.TO	Horizons Betapro S& P   /Tsx Glb
HII.A.TO	Homburg Invest Inc
HII.B.TO	Homburg Invest Inc
HIN.TO	Horizons Betapro Nymex Nat Gas
HIO.TO	Horizons Betapro Nymex Crude
HIS.TO	Hart Stores Inc Com Npv
HIT.UN.TO	Fiera High Income Trust
HIU.TO	Horizons Betapro S&P Inverse
HIX.TO	Horizons Betapro S& P   /Tsx 60
HJD.TO	Horizons Betapro Msci Emerging
HJU.TO	Horizons Betapro Msci Emerging
HKD.TO	Horizons Bp Comex Copper Bear P
HKU.TO	Horizons Bp Comex Copper Bull P
HLF.TO	High Liner Foods Com Npv
HLF.A.TO	High Liner Foods Inc Non Voting
HLR.DB.TO	Holloway Lodging Rl Est Deb
HLR.DB.A.TO	Holloway Lodging Real Estate Inv
HLR.UN.TO	Holloway Lodging R Trust Units
HMD.TO	Horizons Betapro S&P Glo Minin
HMM.A.TO	Hammond Manufacturing Co Ltd
HMU.TO	Horizons Betapro S&P Tsx Globa
HNC.TO	Hard Creek Nickel Corp
HND.TO	Horizons Betapro Natural Gas
HNL.TO	Horizon North Logi Com Npv
HNO.TO	Hbp Long Nat Gas Short Crude Sp
HNT.DB.C.TO	Huntingdon Real Estate Investmen
HNT.UN.TO	Huntingdon R/Est I Com Npv
HNU.TO	Horizons Betapro Natural Gas Bu
HOC.TO	Heritage Oil Corp Com Stk Npv
HOD.TO	Horizons Betapro Nymex
HON.TO	Hbp Long Crude Short Nat Gas Sp
HOU.TO	Horizons Betapro Nymex Crude Oi
HPR.TO	Horizon Alphapro Pref Shr Etf
HPS.A.TO	Hammond Power Solutions Inc
HQD.TO	Horizons Betapro Nasdaq-100
HQU.TO	Horizons Betapro Nasdaq-100
HR.DB.TO	H&R Real Estate Investment Trus
HR.DB.B.TO	H&R Reit 6.75% Deb
HR.DB.C.TO	H&R Real Estate Investmnt Trst
HR.DB.D.TO	H&R Reit 6.75% Deb
HR.UN.TO	H&R Real Estate Invt Tr
HRG.TO	High River Gold Mines Ltd
HRX.TO	Heroux-Devtek Inc Com Npv
HSB.PR.C.TO	HSBC Bank Canada Pfd Srs C
HSB.PR.D.TO	HSBC Bank Canada Non Cumulative Class 1 Preferred Series D
HSB.PR.E.TO	HSBC BANC CANADA NON-CUM 5YR
HSC.UN.TO	Hbank Capital Securites Tr Uts
HSD.TO	Horizons Betapro S&P 500
HSE.TO	Husky Energy Inc Com Npv
HSI.UN.TO	Harvest Sustain Un
HSL.TO	Hse Integrated Ltd Com Npv
HSU.TO	Horizons Betapro S&P 500
HTD.TO	Horizons Betapro US 30 Yr Etf
HTE.DB.D.TO	Harvest Engy 6.4% Db
HTE.DB.E.TO	Harvest 7.25%Due2013
HTE.DB.F.TO	Harvest 7.25%Due2014
HTE.DB.G.TO	Harvest Energy Trust
HTU.TO	Horizons Betapro U.S. 30Yr Etf
HUC.TO	Horizons Betapro Winter Term
HUG.TO	Horizons Betapro Comex Gold Et
HUN.TO	Horizons Betapro Winter-Term
HUV.TO	Horizons Betapro S&P500 VIX
HUZ.TO	Horizonns Betapro Comex Slvr E
HVU.TO	Horizons Betapro S&P 500 VIX
HW.TO	Harry Winston Diamond Corp
HWD.UN.TO	Hardwoods Distribu Units Npv
HWO.TO	High Arctic Energy Com Npv
HXD.TO	Horizons Betap Bea Units Class
HXS.TO	Horizons Betapro S&P 500 Etf
HXT.TO	Horizons Bp Sp Tsx60 Index Etf
HXU.TO	Horizons Betap Bul Units Class
HYB.UN.TO	Ddj High Yield Fun Trust Units
HYD.TO	Hyduke Energy Services Inc
HYG.TO	Hydrogenics Corp Com Npv
HYM.UN.TO	High Yield & Mtg P Trust Units
HZD.TO	Horizon Betapro Comx Slvr Br+
HZU.TO	Horizon Bp Comx Slvr Bul+ Etf
I.TO	Intellipharmaceutics Intl Inc
IAG.TO	Indl Alliance Ins Com Npv
IAG.PR.A.TO	Industrial Alliance Insurance & Financial Services Inc Pfd A
IAG.PR.C.TO	INDUSTRIAL ALLIANCE INS &     FI
IAG.PR.E.TO	INDUS ALLIANCE INS &     FIN SER
IAG.PR.F.TO	INDUSTRIAL ALLIANCE INS & FIN
IAM.TO	Integr Asset Man[C Com Npv
IAU.TO	Intrepid Mines Ltd Npv
IBG.TO	Ibi Group
IBG.DB.TO	Ibi Income Fnd 7% Db
IBG.DB.A.TO	Ibi Income 5.75% Db
IBG.DB.B.TO	Ibi Group 6.00% Deb
ICE.TO	Canlan Ice Sports Corp
ICI.TO	Inter-Citic Minera Com Npv
ICS.TO	Intrinsyc Softward Intl Inc
IDC.TO	Int'l Datacasting Corp
IDG.TO	Indigo Books & Mus Com Npv
IDL.TO	Imaging Dynamics C Com Npv
IDX.UN.TO	Indexplus Income F Units Com Np
IE.TO	Ivanhoe Energy Inc Com Npv
IE.WT.TO	Ivanhoe Energy Inc C/Wts 15/05/
IFC.TO	Intact Financial Corp
IFP.A.TO	Intl Forest Prods Class'A'S/Vtg
IGM.TO	Igm Financial Inc Com Npv
IGM.PR.B.TO	IGM FINANCIAL INC
IGT.TO	Ishares Trust Comex Gold Etf US
III.TO	Imperial Metals Cp Com Npv
IIP.DB.TO	Interrent Real Est Investment T
IIP.UN.TO	Interrent Real Est Trust Units
IM.TO	Imris Inc He Company]
IMG.TO	Iamgold Corp Com Npv
IMN.TO	Inmet Mining Corp Com Npv
IMO.TO	Imperial Oil Com Npv
IMP.TO	Intermap Technolog Class'A'Com
IMX.TO	Imax Corp Com Npv
IMZ.TO	Intl Minerals Corp Com Npv
IMZ.DB.TO	International Minerals Corp
INC.UN.TO	Income Finl Trust Trust Units
INE.TO	Innergex Renewable Energy Inc
INE.DB.TO	Innergex Renewable Energy 5.75
INE.PR.A.TO	INNERGEX RENEWABLE ENERGY INC
INN.DB.B.TO	Innvest Reit 6% Deb
INN.DB.C.TO	Innvest Real Estate Investment T
INN.DB.D.TO	Innvest Rl Estate Invmnt Trust
INN.DB.E.TO	Innvest Reit 6% E Db
INN.UN.TO	Innvest Real Estat Trust Units
INQ.TO	Inscape Corp
INV.TO	International Nickel Ventures C
IPL.UN.TO	Inter Pipeline Fd Class'A'Ltd P
IRD.TO	Intl Road Dynamics Com Npv
IRG.TO	Pdm Royalties Income Fd
IRG.DB.TO	Pdm Royalties  Income Fund
IRL.TO	Minera Irl Limited
ISA.TO	Isotechnika Inc Com Npv
ISM.TO	Inspiration Mining Com Npv
ISN.TO	Insignia Energy Ltd
ISR.TO	Intl Sovereign Ene Com Npv
ITH.TO	Int'l Tower Hill Mines Ltd
ITP.TO	Intertape Polymer Com Npv
IVA.TO	Ivanhoe Australia Ltd
IVN.TO	Ivanhoe Mines Com Npv
IVW.TO	Ivernia Inc Com Npv
JAG.TO	Jaguar Mining Inc Com Npv
JCT.TO	Jewett-Cameron Tra Com Npv
JDN.TO	Jayden Resources Inc
JDU.TO	Jds Uniphase Canad Exchangeable
JE.TO	Just Energy Group Inc
JE.DB.TO	Just Energy Income Fund 6.0 Con
JE.DB.A.TO	Just Energy 6% A Deb
JEC.TO	Jura Energy Corporation
JFC.TO	Jaguar Financial Inc He Co]
JOV.TO	Jovian Capital Corp
JX.TO	Tsx Venture Index
K.TO	Kinross Gold Corp Com Npv
K.WT.B.TO	Kinross Gld 2011Wt B
K.WT.C.TO	Kinross Gld 2013Wt C
K.WT.D.TO	Kinross Gold Wt D
KAT.TO	Katanga Mining Limited
KAT.NT.TO	Katana Mining Ltd
KAT.WT.TO	Katanga Mining Ltd C/Wts 20/11/
KBL.TO	K Bro Linen Inc
KBR.TO	Kimber Resources Com Npv
KCL.TO	Potash One Inc
KDX.TO	Klondex Mines Com Npv
KEG.UN.TO	The Keg Royalties Units Npv
KEY.TO	Keyera
KEY.DB.TO	Keyera Facilities Deb
KEY.DB.A.TO	Keyera Facilities Income Fund
KFS.TO	Kingsway Finl Svs Com Npv
KGI.TO	Kirkland Lake Gold Com Npv
KGN.TO	Keegan Resources Inc
